id,name,calories,proteins,fat,carbohydrate,is_energizing,is_relaxing,is_focusing,primary_mood,calorie_category,protein_category,fat_category,carb_category,nutrient_balance,vitamin_a,vitamin_c,vitamin_b,iron,calcium,has_recipe,calorie_category_num,protein_category_num,fat_category_num,carb_category_num,nutrient_balance_num,mood_energizing,mood_focusing,mood_relaxing,mood_uncategorized
696,Kedondong segar ,0.05,0.006024096385542169,0.002,0.0160741885625966,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
697,Keju,0.3468085106382979,0.27469879518072293,0.203,0.02024729520865533,0,0,0,uncategorized,medium,medium,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5,False,False,False,True
698,Keju Kacang Tanah,0.6276595744680851,0.3253012048192771,0.49,0.03230293663060278,0,0,0,uncategorized,high,medium,high,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.3333333333333333,0.5,False,False,False,True
699,Kelapa hutan kering,0.6627659574468086,0.024096385542168676,0.521,0.05641421947449768,0,0,0,uncategorized,high,very_low,high,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.6666666666666667,0.5,False,False,False,True
700,Kelapa Muda air,0.018085106382978725,0.0024096385542168677,0.001,0.0058732612055641415,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
701,Kelapa Muda daging,0.0723404255319149,0.012048192771084338,0.009000000000000001,0.021638330757341576,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
702,Kelapa Setengah Tua daging,0.19148936170212766,0.04819277108433735,0.15,0.015455950540958269,0,0,0,uncategorized,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,False,True
703,Kelapa Tua daging,0.3819148936170213,0.04096385542168675,0.34700000000000003,0.021638330757341576,0,0,0,uncategorized,medium,very_low,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,1.0,0.0,0.5,False,False,False,True
704,Kelepon ,0.2276595744680851,0.06506024096385543,0.054000000000000006,0.062132921174652245,1,0,0,energizing,medium,low,low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.25,True,False,False,False
705,Kelewih,0.11808510638297873,0.01807228915662651,0.003,0.04204018547140649,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
706,Kelinci daging segar,0.15106382978723404,0.20361445783132529,0.078,0.0,0,0,1,focusing,low,medium,low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,,0.75,False,True,False,False
707,Kemang,0.05106382978723405,0.012048192771084338,0.002,0.01839258114374034,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
708,Kembang tahu,0.4042553191489362,0.5891566265060241,0.138,0.03601236476043277,0,0,0,uncategorized,medium,high,low,low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.75,False,False,False,True
709,Kembang Turi,0.04680851063829787,0.02168674698795181,0.006,0.014837712519319937,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
710,Kemiri,0.676595744680851,0.22891566265060243,0.63,0.012364760432766615,0,0,1,focusing,high,medium,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.0,0.5,False,True,False,False
711,Kenari,0.698936170212766,0.18072289156626506,0.66,0.02009273570324575,0,0,0,uncategorized,high,low,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,1.0,0.0,0.5,False,False,False,True
712,Kenari banda kering,0.6553191489361703,0.1674698795180723,0.562,0.021174652241112826,0,0,0,uncategorized,high,low,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,1.0,0.0,0.5,False,False,False,True
713,Kentang,0.08829787234042553,0.024096385542168676,0.001,0.029520865533230294,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
714,Kentang Hitam,0.15106382978723404,0.010843373493975905,0.004,0.05208655332302937,0,1,0,relaxing,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,True,False
715,Keong,0.06808510638297872,0.14457831325301207,0.01,0.0030911901081916537,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
716,Kepala Susu (Krim),0.2170212765957447,0.03132530120481928,0.2,0.0061823802163833074,0,0,0,uncategorized,medium,very_low,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.6666666666666667,0.0,0.5,False,False,False,True
717,Kepiting,0.16063829787234044,0.16626506024096388,0.038,0.02179289026275116,0,0,0,uncategorized,low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
718,Kerang,0.06276595744680852,0.21686746987951808,0.011000000000000001,0.0055641421947449764,0,0,1,focusing,very_low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
719,Kerang asap mentah,0.41808510638297874,0.46867469879518076,0.133,0.04544049459041731,0,0,0,uncategorized,medium,high,low,low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.75,False,False,False,True
720,Kerang dendeng mentah,0.3797872340425532,0.4951807228915663,0.1,0.03956723338485317,0,0,0,uncategorized,medium,high,low,low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.75,False,False,False,True
721,Kerbau daging segar,0.08404255319148936,0.22530120481927712,0.005,0.0,0,0,1,focusing,very_low,medium,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666667,0.0,,0.75,False,True,False,False
722,Keremes,0.5053191489361702,0.01927710843373494,0.255,0.09953632148377126,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
723,Keribang ubi segar,0.14574468085106385,0.01566265060240964,0.011000000000000001,0.04605873261205564,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
724,Keripik bayam,0.6234042553191489,0.05903614457831326,0.406,0.07758887171561052,0,0,0,uncategorized,high,very_low,high,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,0.5,False,False,False,True
725,Keripik gadung,0.474468085106383,0.033734939759036145,0.145,0.11746522411128284,0,0,0,uncategorized,high,very_low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.3333333333333333,1.0,0.25,False,False,False,True
726,Keripik kentang,0.4765957446808511,0.032530120481927716,0.188,0.10370942812982997,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
727,Keripik lampung,0.5159574468085106,0.020481927710843374,0.222,0.10772797527047914,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
728,Keripik oncom,0.6361702127659574,0.10000000000000002,0.438,0.06584234930448223,1,0,0,energizing,high,low,high,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,1.0,0.6666666666666667,0.5,True,False,False,False
729,Keripik singkong,0.5085106382978724,0.010843373493975905,0.207,0.11128284389489954,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
730,Keripik singkong berbumbu,0.5117021276595745,0.026506024096385545,0.197,0.11375579598145284,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
731,Keripik tempe,0.6180851063829788,0.14578313253012049,0.406,0.06445131375579599,1,0,0,energizing,high,low,high,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,1.0,0.6666666666666667,0.5,True,False,False,False
732,Keripik tempe abadi murni,0.5765957446808511,0.4855421686746988,0.424,0.01792890262751159,0,0,0,uncategorized,high,high,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.5,False,False,False,True
733,Keripik tempe abadi sedang,0.5425531914893618,0.14819277108433737,0.27899999999999997,0.08098918083462132,1,0,0,energizing,high,low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.5,True,False,False,False
734,Keripik tempe abadi telur,0.5627659574468086,0.25060240963855424,0.317,0.062132921174652245,0,0,0,uncategorized,high,medium,high,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.6666666666666667,0.5,False,False,False,True
735,Keripik ubi,0.5170212765957447,0.0024096385542168677,0.239,0.10448222565687788,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
736,Kerokot segar,0.027659574468085108,0.020481927710843374,0.004,0.0058732612055641415,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
737,Kerupuk Aci,0.3723404255319149,0.006024096385542169,0.002,0.13276661514683152,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
738,Kerupuk cumi goreng,0.4723404255319149,0.08313253012048194,0.146,0.11020092735703245,1,0,0,energizing,high,low,low,high,other,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,True,False,False,False
739,Kerupuk Ikan berpati,0.3638297872340426,0.1927710843373494,0.004,0.10139103554868624,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
740,Kerupuk kemplang  (ikan) mentah,0.34574468085106386,0.02168674698795181,0.004,0.1213292117465224,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
741,Kerupuk kemplang goreng,0.5361702127659574,0.06746987951807229,0.281,0.08825347758887171,1,0,0,energizing,high,low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.5,True,False,False,False
742,Kerupuk kemplang panggang,0.37872340425531914,0.11686746987951807,0.011000000000000001,0.1188562596599691,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
743,Kerupuk Kulit kerbau,0.44893617021276594,1.0,0.04,0.0,0,0,1,focusing,high,high,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,,0.75,False,True,False,False
744,Kerupuk Melinjo mentah,0.3670212765957447,0.14457831325301207,0.015,0.11051004636785162,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
745,Kerupuk Melinjo tebal goreng asin,0.45851063829787236,0.13373493975903614,0.162,0.0973724884080371,1,0,0,energizing,high,low,medium,high,balanced,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,True,False,False,False
746,Kerupuk Melinjo tebal goreng manis,0.46702127659574466,0.12048192771084337,0.16399999999999998,0.10154559505409583,1,0,0,energizing,high,low,medium,high,other,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.0,True,False,False,False
747,Kerupuk Melinjo tipis goreng,0.5159574468085106,0.13855421686746988,0.245,0.09134466769706337,1,0,0,energizing,high,low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.5,True,False,False,False
748,Kerupuk mie kuning goreng,0.5063829787234042,0.0012048192771084338,0.21100000000000002,0.11020092735703245,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
749,Kerupuk Sayong ,0.049680851063829794,0.20843373493975906,0.17300000000000001,0.1256568778979907,0,0,0,uncategorized,very_low,medium,medium,high,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666667,0.6666666666666667,1.0,1.0,False,False,False,True
750,Kerupuk Udang ,0.3617021276595745,0.3614457831325301,0.3,0.080370942812983,0,0,0,uncategorized,medium,medium,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.0,0.5,False,False,False,True
751,Kerupuk Udang berpati,0.3819148936170213,0.20722891566265061,0.682,0.5131375579598145,0,0,0,uncategorized,medium,medium,high,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,1.0,1.0,0.25,False,False,False,True
752,Kerupuk udang goreng,0.5074468085106383,0.05662650602409639,0.20500000000000002,0.10587326120556415,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.8378378378378379,0.09395973154362415,0.0,0.6402569593147752,0.6770833333333333,1,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
753,Kerupuk urat,0.625531914893617,0.646987951807229,0.409,0.0018547140649149921,0,0,1,focusing,high,high,high,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.75,False,True,False,False
754,Kesemek,0.08297872340425531,0.00963855421686747,0.004,0.030911901081916538,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
755,Ketan hitam matang,0.1925531914893617,0.04819277108433735,0.012,0.05765069551777434,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
756,Ketan putih matang,0.17340425531914894,0.03614457831325302,0.004,0.055177743431221025,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
757,Ketapang ,0.3617021276595745,0.13253012048192772,0.11,0.08346213292117464,1,0,0,energizing,medium,low,low,high,balanced,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.0,True,False,False,False
758,Ketela Pohon Kuning,0.16702127659574467,0.00963855421686747,0.003,0.05857805255023184,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
759,Ketela singkong segar,0.16382978723404257,0.012048192771084338,0.003,0.05687789799072642,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
760,Ketela pohon/singkong kukus,0.16276595744680852,0.014457831325301205,0.003,0.0562596599690881,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
761,Ketimun,0.012765957446808512,0.008433734939759036,0.001,0.004173106646058733,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
762,Ketimun madura segar,0.009574468085106383,0.006024096385542169,0.001,0.0029366306027820708,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
763,Ketoprak,0.16276595744680852,0.09518072289156627,0.077,0.02009273570324575,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
764,Ketumbar,0.4297872340425532,0.16987951807228915,0.161,0.08377125193199382,1,0,0,energizing,high,low,medium,high,balanced,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,True,False,False,False
765,Ketupat ketan,0.225531914893617,0.04819277108433735,0.046,0.05965996908809892,0,0,0,uncategorized,medium,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
766,Ketupat Tahu ,0.11659574468085106,0.03132530120481928,0.026000000000000002,0.028748068006182383,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
767,Kluwek,0.3297872340425532,0.12048192771084337,0.24,0.02086553323029366,0,0,0,uncategorized,medium,low,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.0,0.5,False,False,False,True
768,Kodok segar,0.07765957446808511,0.19759036144578312,0.003,0.0,0,0,1,focusing,very_low,medium,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666667,0.0,,0.75,False,True,False,False
769,Kokosan,0.09148936170212767,0.01927710843373494,0.002,0.02009273570324575,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
770,Komak polong segar,0.10531914893617021,0.03975903614457831,0.001,0.032766615146831525,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
771,Kool Kembang,0.026595744680851064,0.02891566265060241,0.002,0.007573415765069552,0,1,0,relaxing,very_low,very_low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False
772,Kool Merah kool putih,0.025531914893617023,0.016867469879518072,0.002,0.008191653786707881,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
773,Kopi bagian yang larut,0.37446808510638296,0.20963855421686747,0.013000000000000001,0.10664605873261206,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
774,Kopi bubuk instant,0.1372340425531915,0.14819277108433737,0.005,0.05409582689335394,1,0,0,energizing,low,low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666667,0.25,True,False,False,False
775,Koro andong kering,0.37872340425531914,0.24698795180722893,0.040999999999999995,0.09520865533230294,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
776,Koro Benguk biji,0.35319148936170214,0.28915662650602414,0.03,0.08500772797527048,0,0,0,uncategorized,medium,medium,very_low,high,other,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,False,False,False,True
777,Koro Benguk tempe,0.15,0.12289156626506025,0.013000000000000001,0.03585780525502318,0,0,0,uncategorized,low,low,very_low,low,other,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,False,False,True
778,Koro Kerupuk biji,0.13297872340425532,0.10000000000000002,0.006999999999999999,0.03415765069551777,0,0,0,uncategorized,low,low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.25,False,False,False,True
779,Koro Loke biji,0.035106382978723406,0.032530120481927716,0.002,0.012210200927357032,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
780,Koro Roway biji,0.36595744680851067,0.15060240963855423,0.021,0.1072642967542504,1,0,0,energizing,medium,low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.25,True,False,False,False
781,Koro Wedus biji,0.3595744680851064,0.2674698795180723,0.015,0.09428129829984544,0,0,0,uncategorized,medium,medium,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.25,False,False,False,True
782,Koro Wedus buah muda,0.04042553191489362,0.03614457831325302,0.003,0.012210200927357032,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
